顧客ID,取引先名,取引先名（かな）,取引注意フラグ,郵便番号(請求先),都道府県(請求先),住所(請求先),ビル名（請求先）,代表電話,代表Fax,代表E-mail,請求書関連備考,請求書発行方法,請求書希望,会社名(請求書発送先),郵便番号(請求書発送先),住所(請求書発送先),ビル名(請求書発送先),TEL(請求書発送先),FAX(請求書発送先),Web サイト,業種,資本金,従業員数,工事対応エリア,関連会社,備考,※企業コード
10940,株式会社ホテル摩周,ほてるましゅう,取引可,088-3203,北海道,川上郡弟子屈町湯の島２丁目３ - ２２,,015ｰ482-2141,015ｰ482-2142,,,,,,,,,,,http://www.hotel-masyu.com/,,,,,,,
10941,株式会社日栄建設,にちえいけんせつ,取引可,004-0061,北海道,札幌市厚別区厚別西１条１丁目１ - ５０,,011-892-4517,,,,,,,,,,,,https://www.n-nichiei.jp/,,,,,,,
10942,道央環境株式会社,どうおうかんきょう,取引可,004-0841,北海道,札幌市清田区清田１条４丁目３ - ７５,,011-884-6999,011-885-6370,,,,,,,,,,,https://d-kankyou.jp/,,,,,,,
10943,和光技研株式会社,わこうぎけん,取引可,063-0813,北海道,札幌市西区琴似３条７丁目５ - ２２,,011-611-0206,011-612-2092,,,,,,,,,,,https://www.wako-giken.co.jp/,,,,,,,
10944,株式会社アルファ技研,あるふぁぎけん,取引可,063-0062,北海道,札幌市西区西町南２１丁目２ - １１,,011-662-1201,011-662-1301,,,,,,,,,,,https://www.alpha-giken.co.jp/,,,,,,,
10945,株式会社田西設計コンサル,たにしせっけい,取引可,063-0846,北海道,札幌市西区八軒６条西７丁目２ - ８,,011-621-5421,011-612-8626,,,,,,,,,,,http://tanishi-sekkei.co.jp/,,,,,,,
10946,コニシ工営株式会社,こにしこうえい,取引可,063-0836,北海道,札幌市西区発寒１６条４丁目１ - ３０,,011-777-3001,011-777-1122,,,,,,,,,,,https://konishikouei.co.jp/,,,,,,,
10947,株式会社アルト技研,あるとぎけん,取引可,063-0826,北海道,札幌市西区発寒６条１１丁目１ - １,新道北口ビル４Ｆ,011-668-8411,011-668-8422,,,,,,,,,,,https://alt-giken.co.jp/,,,,,,,
10948,ソメスサドル株式会社　砂川本社・工場,そめすさどる,取引可,073-0108,北海道,砂川市北光237-6,,0125-53-5111,0125-53-5555,,,,,,,,,,,,,,,,,,
10949,株式会社シーエス・エス,しーえす・えす,取引可,099-0878,北海道,北見市東相内町172-40,,0157-33-1133,0157-33-1134,,,,,,,,,,,,,,,,,,
10950,株式会社北石エンジニアリング,ほくせきえんじにありんぐ,取引可,061-3244,北海道,石狩市新港南３丁目７００-１９,,0133-77-5061,0133-64-3400,,,メール請求書,kanri@hokuseki.co.jp,,,,,,,,,,,,,,
10952,株式会社創和工業,そうわこうぎょう,取引可,099-3119,北海道,網走市鱒浦1-8-22,,0152-44-2151,0152-44-2151,,,メール請求書,god1027@ktd.biglobe.ne.jp,,,,,,,,,,,,,,
10953,株式会社北海道朝日航洋,ほっかいどうあさひこうよう,取引可,063-0828,北海道,札幌市西区発寒８条１１丁目３ - ５０,テクノビル,011-662-1031,011-661-1872,,,,,,,,,,,https://www.hokkaido-aac.com/,,,,,,,
10954,株式会社アルファ水工コンサルタンツ,あるふぁすいこうこんさるたんつ,取引可,063-0829,北海道,札幌市西区発寒９条１４丁目 - ５１６?３３６,,011-662-3331,011-666-8049,,,,,,,,,,,https://www.ahec.jp/,,,,,,,
10955,北土建設株式会社,ほくどけんせつ,取引可,064-0810,北海道,札幌市中央区南１０条西１４丁目１ - １８,,011-561-2221,011-561-2377,,,,,,,,,,,http://www.hokudo-c.co.jp/,,,,,,,
10956,株式会社クマシロシステム設計,くましろしすてむせっけい,取引可,060-0061,北海道,札幌市中央区南１条西１８丁目 - １-９,KSフロンティアビル,011-632-1010,011-632-1011,,,,,,,,,,,https://www.pub.ksfnet.co.jp/,,,,,,,
10957,北海建工株式会社,ほっかいけんこう,取引可,064-0923,北海道,札幌市中央区南２３条西１１丁目２ - ３,,011-512-1010,011-512-7928,,,,,,,,,,,https://www.hokkaikenkoh.co.jp/,,,,,,,
10958,株式会社ケイジー技研,けいじーぎけん,取引可,060-0063,北海道,札幌市中央区南３条西１３丁目 - ３２０,,011-261-5001,011-261-5034,,,,,,,,,,,https://www.keizi.co.jp/,,,,,,,
10959,明治コンサルタント株式会社,めいじこんさるたんと,取引可,064-0807,北海道,札幌市中央区南７条西１丁目 - ２１-１,,011-552-0122,,,,,,,,,,,,https://www.meicon.co.jp/,,,,,,,
10960,株式会社アクアソーケン,あくあそーけん,取引可,060-0011,北海道,札幌市中央区北１１条西２０丁目１ - ８うめだビル,,011-615-5033,011-615-5044,,,,,,,,,,,https://www.aquasoken.co.jp/,,,,,,,
10961,協信電気工業株式会社,きょうしんでんきこうぎょう,取引可,060-0013,北海道,札幌市中央区北１３条西１５丁目６ - ２２,,011-736-8311,011-736-8318,,,,,,,,,,,https://www.ec-kyoshin.co.jp/,,,,,,,
10962,北宝建設株式会社,ほっぽうけんせつ,取引可,060-0001,北海道,札幌市中央区北１条西１９丁目 - ２,,011-621-2401,011-621-2403,,,,,,,,,,,https://hoppou-kensetsu.com/,,,,,,,
10963,岸本産業株式会社,きしもとさんぎょう,取引可,064-0821,北海道,札幌市中央区北１条西２０丁目３ - ２５,,011-642-3533,011-642-3544,,,,,,,,,,,http://www.kishimoto-sangyou.com/,,,,,,,
10964,株式会社泰進建設,たいしんけんせつ,取引可,060-0032,北海道,札幌市中央区北２条東２丁目 - １-１６,キョウエイ札幌ビル,011-223-7601,011-223-7607,,,,,,,,,,,https://www.kktaishin.co.jp/,,,,,,,
10965,国土防災技術北海道株式会社,こくどぼうさいぎじゅつほっかいどう,取引可,060-0033,北海道,札幌市中央区北３条東３丁目 - １-３０,ＫＮビル,011-232-3521,011-232-3523,,,,,,,,,,,https://jce-hokkaido.co.jp/,,,,,,,
10966,株式会社田中組,たなかぐみ,取引可,060-0006,北海道,札幌市中央区北６条西１７丁目 - １７-５,,011-611-3331,011-612-4110,,,,,,,,,,,https://www.tanakagumi.co.jp/,,,,,,,
10967,機械開発北旺株式会社,きかいかいはつほくおう,取引可,065-0043,北海道,札幌市東区苗穂町１０丁目１ - １５,,011-721-4321,011-721-8068,,,,,,,,,,,http://h-kk.co.jp/,,,,,,,
10968,株式会社伊藤塗工部,いとうとこうぶ,取引可,065-0010,北海道,札幌市東区北１０条東１２丁目３-８,,011-731-0294,011-731-0297,,,,,,,,,,,https://www.itou-tokoubu.co.jp/,,,,,,,
10969,株式会社リブテック,りぶてっく,取引可,065-0018,北海道,札幌市東区北１８条東１丁目３ - ３,ともえビル4･5階,011-722-0483,011-722-0487,,,,,,,,,,,https://www.rivtec.co.jp/,,,,,,,
10970,株式会社豊水設計,ほうすいせっけい,取引可,065-0033,北海道,札幌市東区北３３条東１６丁目２-２,,011-299-1127,011-299-1128,,,,,,,,,,,https://www.housui.co.jp/,,,,,,,
10971,ヱル電株式会社,えるでん,取引可,065-0033,北海道,札幌市東区北３３条東１８丁目３ - １５,,011-780-4455,011-780-4477,,,,,,,,,,,http://www.lden.co.jp/,,,,,,,
10972,北央道路工業株式会社,ほくおうどうろこうぎょう,取引可,060-0908,北海道,札幌市東区北８条東１丁目１ - ３５,アクシスビル,011-721-4455,011-712-0912,,,,,,,,,,,https://hokuodorokogyo.co.jp/,,,,,,,
10973,株式会社丸竹竹田組,まるたけたけだぐみ,取引可,065-0042,北海道,札幌市東区本町２条５丁目７-１０,,011-781-4343,011-784-1389,,,,,,,,,,,https://www.marutakeda.co.jp/,,,,,,,
10974,北海道キング設計株式会社,ほっかいどうきんぐせっけい,取引可,005-0002,北海道,札幌市南区澄川２条１丁目４ - １１,,011-824-3096,011-832-7086,,,,,,,,,,,https://www.hori-group.com/king,,,,,,,
10975,株式会社シン技術コンサル,しんぎじゅつこんさる,取引可,003-0021,北海道,札幌市白石区栄通２丁目８ - ３０,,011-859-2600,011-859-2613,,,,,,,,,,,https://www.shin-eng.co.jp/,,,,,,,
10976,末廣屋電機株式会社,すえひろやでんき,取引可,003-0802,北海道,札幌市白石区菊水２条１丁目４ - ２０,,011-832-5000,011-832-5007,,,,,,,,,,,https://suehiroya.co.jp/,,,,,,,
10977,北王設計コンサルタント株式会社,ほくおうせっけいこんさるたんと,取引可,003-0821,北海道,札幌市白石区菊水元町１条２丁目４ - ２４,,011-875-2700,011-875-2688,,,,,,,,,,,http://www.hokuoh.co.jp/,,,,,,,
10978,株式会社通電技術,つうでんぎじゅつ,取引可,003-0029,北海道,札幌市白石区平和通２丁目北１１ - ２０,北日本港湾ビル,011-863-0921,011-863-0935,,,,,,,,,,,https://tsuuden.co.jp/,,,,,,,
10979,株式会社北英建設,ほくえいけんせつ,取引可,062-0020,北海道,札幌市豊平区月寒中央通６丁目１ - １５,北武第一ビル３Ｆ,011-851-3002,011-855-1255,,,,,,,,,,,http://www.hokuei-cnst.co.jp/,,,,,,,
10980,株式会社開発調査研究所,かいはつちょうさけんきゅうじょ,取引可,062-0054,北海道,札幌市豊平区月寒東４条１０丁目７ - １,,011-852-5053,011-855-1298,,,,,,,,,,,https://www.kaichoken.co.jp/,,,,,,,
10981,株式会社西岡建設,にしおかけんせつ,取引可,062-0032,北海道,札幌市豊平区西岡２条１２丁目２ - １５,,011-584-3001,011-584-3030,,,,,,,,,,,https://nk-cp.jp/,,,,,,,
10982,株式会社シー・イー・サービス,しーいーさーびす,取引可,062-0032,北海道,札幌市豊平区西岡２条８丁目５ - ２７,,011-855-4440,011-854-3231,,,,,,,,,,,https://www.ces.co.jp/,,,,,,,
10983,秋津道路株式会社,あきつどうろ,取引可,062-0921,北海道,札幌市豊平区中の島１条２丁目２ - ４,中の島クロスビル２階,011-831-7258,011-831-7259,,,,,,,,,,,https://akitsudoro.com/,,,,,,,
10984,株式会社石山組,いしやまぐみ,取引可,062-0904,北海道,札幌市豊平区豊平４条３丁目３ - １０,,011-887-0955,011-887-0956,,,,,,,,,,,https://www.ishiyamagumi.co.jp/,,,,,,,
10985,札幌建設運送株式会社,さっぽろけんせつうんそう,取引可,003-0030,北海道,札幌市白石区流通センター５丁目６ - ４３,,011ｰ863-3666,011ｰ862-8234,,,,,,,,,,,http://sakkenso.com/,,,,,,,
10986,都築電気株式会社　札幌オフィス,つずきでんき,取引可,060-0051,北海道,札幌市中央区南１条東１-３,パークイースト札幌８Ｆ,011-221-1161,,,,,,,,,,,,https://www.tsuzuki.co.jp/,,,,,,,
10987,青木あすなろ建設株式会社　北海道支店,あおきあすなろけんせつ,取引可,060-0051,北海道,札幌市中央区南１条東１丁目 - ２-１,太平洋興発ビル,011-281-5821,,,,,,,,,,,,https://www.aaconst.co.jp/,,,,,,,
10988,株式会社太平洋製作所　札幌支店,たいへいようせいさくしょ,取引可,060-0051,北海道,札幌市中央区南１条東１丁目 - ２-１,太平洋興発ビル,011-241-1461,011-241-1463,,,,,,,,,,,https://t-fact.co.jp/,,,,,,,
10989,株式会社釧路製作所　札幌オフィス,くしろせいさくしょ,取引可,060-0051,北海道,札幌市中央区南１条東１丁目 - ２-１,太平洋興発ビル 3階,011-271-3501,011-221-0276,,,,,,,,,,,http://kushiro-ses.co.jp/,,,,,,,
10990,一般社団法人北海道造園緑化建設業協会,ほっかいどうぞうえんりょくかけんせつぎょうきょうかい,取引可,060-0051,北海道,札幌市中央区南１条東１丁目 - ２-１,太平洋興発ビル２階,011-221-4451,011-232-5611,,,,,,,,,,,http://www.hokuzoukyou.or.jp/,,,,,,,
10991,堀松建設工業株式会社　札幌支店,ほりまつけんせつこうぎょう,取引可,060-0001,北海道,札幌市中央区北１条西６丁目 - ２,損保ジャパン札幌ビル７階,011-522-5600,011-522-5601,,,,,,,,,,,https://horimatsu.co.jp/,,,,,,,
10992,株式会社草別組　札幌支店,くさわけぐみ,取引可,060-0063,北海道,札幌市中央区南３条西１３丁目 - ３２０,,011-231-6756,011-261-3607,,,,,,,,,,,https://www.kusawake.co.jp/,,,,,,,
10993,大林道路株式会社　北海道支店,おおばやしどうろ,取引可,060-0001,北海道,札幌市中央区北１条西２丁目 - ９,オーク札幌ビル,011-241-1828,011-241-3480,,,,,,,,,,,https://www.obayashi-road.co.jp/,,,,,,,
10994,シバタ工業株式会社　札幌支店,しばたこうぎょう,取引可,060-0002,北海道,札幌市中央区北２条西１丁目 - １,マルイト札幌ビル８Ｆ,011-231-1894,,,,,,,,,,,,https://www.sbt.co.jp/,,,,,,,
10995,こぶし建設株式会社　札幌支店,こぶしけんせつ,取引可,060-0908,北海道,札幌市東区北８条東１丁目１ - ３５,アクシスビル,011-711-1156,011-712-0883,,,,,,,,,,,https://kobushi-construction.co.jp/,,,,,,,
10996,旭イノベックス株式会社　土木鉄構事業部　北広島工場,あさひいのべっくす,取引可,061-1112,北海道,北広島市共栄 - ５４２,,011-372-2211,011-372-1890,,,,,,,,,,,https://www.asahi-inovex.co.jp/,,,,,,,
10997,大江建設株式会社,おおえけんせつ,取引可,095-0371,北海道,士別市上士別町１６線北 - ２,,0165-24-2335,0165-24-2865,,,,,,,,,,,https://ooekensetu.co.jp/,,,,,,,
10998,三共建設株式会社（士別市本社）※同一社名有,さんきょうけんせつ,取引可,095-0002,北海道,士別市東２条北４丁目 - １５,,0165-23-1221,0165-22-1917,,,,,,,,,,,,,,,,,,
10999,第一建設株式会社,だいいちけんせつ,取引可,096-0017,北海道,名寄市西７条南６丁目 - ６-１,,0165-43-3307,0165-43-6027,,,,,,,,,,,https://www.nayoro-daiichi.co.jp/,,,,,,,
11000,株式会社五十嵐組　士別営業所,いがらしぐみ,取引可,095-0021,北海道,士別市西１条８丁目 - １９４５-３,,0165-23-3501,0165-23-3502,,,,,,,,,,,https://igarashi-gumi.co.jp/,,,,,,,
11001,株式会社ＳＡＣＯＭ,さこむ,取引可,095-0019,北海道,士別市大通東１丁目,,0165-23-3541,0165-22-3781,,,,,,,,,,,https://sacom-kk.com/,,,,,,,
11002,中舘建設株式会社,なかだてけんせつ,取引可,098-0503,北海道,名寄市風連町大町 - ５４,,0165-53-2507,0165-53-2933,,,,,,,,,,,https://www.nakadate.co.jp/,,,,,,,
11003,株式会社大野組,おおのぐみ,取引可,096-0014,北海道,名寄市西４条南９丁目 - １４,大野ビル,0165-42-3137,0165-42-3138,,,,,,,,,,,https://naioroputo.com/,,,,,,,
11004,大野土建株式会社　士別本店,おおのどけん,取引可,095-0029,北海道,士別市大通西１丁目 - ５,,0165-23-3111,0165-23-4809,,,,,,,,,,,http://www.ohnodk.co.jp/,,,,,,,
11005,株式会社野田組,のだぐみ,取引可,095-0401,北海道,士別市朝日町中央 - ４０２９,,0165-28-3211,0165-28-3212,,,,,,,,,,,,,,,,,,
11006,協同組合名寄地方建設センター,なよろちほうけんせつせんたー,取引可,096-0010,北海道,名寄市大通南６丁目,名寄建設会館内,0165-42-5573,,,,,,,,,,,,,,,,,,,
11007,株式会社坂下組,さかしたぐみ,取引可,096-0011,北海道,名寄市西１条南９丁目 - １,,0165-42-3230,0165-42-3419,,,,,,,,,,,https://www.sakashitagumi.co.jp/,,,,,,,
11008,北海舗道株式会社,ほっかいどうほどう,取引可,096-0078,北海道,名寄市内淵 - ２００,,0165-43-8691,0165-42-1929,,,,,,,,,,,https://hokkaihodo.co.jp/,,,,,,,
11009,共工電氣工事株式会社,きょうこうでんきこうじ,取引可,095-0029,北海道,士別市大通西９丁目,,0165-23-4175,,,,,,,,,,,,,,,,,,,
11010,尾形建設株式会社,おがたけんせつ,取引可,095-0401,北海道,士別市朝日町中央 - ４０２５,,0165-28-2023,0165-28-2251,,,,,,,,,,,https://www.kensetumap.com/company/47338/,,,,,,,
11011,株式会社高橋組,たかはしぐみ,取引可,096-0013,北海道,名寄市西３条南８丁目 - ８-１,,0165-42-2347,0165-43-1521,,,,,,,,,,,https://www.tgumi.jp/,,,,,,,
11012,株式会社吉田組,よしだぐみ,取引可,096-0072,北海道,名寄市豊栄 - １１９,,0165-42-3407,0165-43-3421,,,,,,,,,,,https://ygumi.com/index.php,,,,,,,
11013,昭和産業株式会社,しょうわさんぎょう,取引可,096-0015,北海道,名寄市西５条南１１丁目,,0165-42-4511,0165-42-4513,,,,,,,,,,,,,,,,,,
11014,扶桑興業株式会社,ふそうこうぎょう,取引可,096-0053,北海道,名寄市東３条北４丁目 - １２-２,,0165-43-5172,0165-43-5253,,,,,,,,,,,,,,,,,,
11015,協友建設株式会社,きょうゆうけんせつ,取引可,095-0003,北海道,士別市東３条北６丁目 - ５,,0165-23-1174,0165-23-1175,,,,,,,,,,,https://www.shibetukyouyu.com/,,,,,,,
11016,北建工業株式会社,ほっけんこうぎょう,取引可,096-0033,北海道,名寄市西３条北２丁目 - １１-１,,0165-42-3984,0165-42-4122,,,,,,,,,,,http://hokken-kougyou.jp/wordpress/,,,,,,,
11017,橋場建設株式会社,はしばけんせつ,取引可,098-0507,北海道,名寄市風連町西町 - １９８,,0165-53-2541,,,,,,,,,,,,,,,,,,,
11018,株式会社明石組,あかしぐみ,取引可,096-0015,北海道,名寄市西５条南７丁目 - １８,,0165-42-3312,,,,,,,,,,,,,,,,,,,
11019,株式会社桜井組,さくらいぐみ,取引可,096-0011,北海道,名寄市西１条南４丁目 - ２０,,0165-42-5111,0165-42-5115,,,,,,,,,,,,,,,,,,
11020,有野産業株式会社,ありのさんぎょう,取引可,095-0003,北海道,士別市東３条北５丁目,,0165-23-5241,,,,,,,,,,,,,,,,,,,
11021,株式会社東洋社,とうようしゃ,取引可,096-0016,北海道,名寄市西６条南４丁目 - ４３-１,,0165-42-2234,0165-43-6772,,,,,,,,,,,https://www.toyosya.jp/,,,,,,,
11022,株式会社山崎機工,やまざききこう,取引可,098-0505,北海道,名寄市風連町南町 - ３６,,0165-53-2577,,,,,,,,,,,,,,,,,,,
11023,有限会社笠井工務店,かさいこうむてん,取引可,096-0013,北海道,名寄市西３条南１丁目,,0165-42-4726,0165-42-2550,,,,,,,,,,,,,,,,,,
11024,岩見住設有限会社,いわみじゅうせつ,取引可,095-0046,北海道,士別市南町東３区 - ４７２-１１０,,0165-22-3534,,,,,,,,,,,,https://www.kensetumap.com/company/48230/,,,,,,,
11025,上川北部森林組合,かみかわほくぶしんりんくみあい,取引可,098-0516,北海道,名寄市風連町緑町中央 - １８２-１,,0165-53-2013,0165-53-2834,,,,,,,,,,,https://www.doshinren.or.jp/list/index.html,,,,,,,
